id,match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
797,4,1,Gujarat Titans,Lucknow Super Giants,2,6,Faf Pant,Rohit Khan,Jasprit Samson,0,0,0,0,0,0,2,0,2,,,
798,4,1,Gujarat Titans,Lucknow Super Giants,3,1,Yuzvendra Williamson,Faf Pant,Jasprit Samson,0,0,0,0,0,0,0,0,0,,,
799,4,1,Gujarat Titans,Lucknow Super Giants,3,2,Rohit Khan,Faf Pant,Jos Samson,0,0,0,0,0,0,4,0,4,,,
800,4,1,Gujarat Titans,Lucknow Super Giants,3,3,Rohit Khan,Yuzvendra Williamson,Sanju du Plessis,0,0,0,0,0,0,1,0,1,,,
801,4,1,Gujarat Titans,Lucknow Super Giants,3,4,Yuzvendra Williamson,Rohit Khan,Jos Samson,0,0,0,0,0,0,5,0,5,,,
802,4,1,Gujarat Titans,Lucknow Super Giants,3,5,Yuzvendra Williamson,Rohit Khan,Jos Samson,0,0,0,0,0,0,2,0,2,,,
803,4,1,Gujarat Titans,Lucknow Super Giants,3,6,Yuzvendra Williamson,Faf Warner,Jasprit Samson,0,0,0,0,0,0,5,0,5,,,
804,4,1,Gujarat Titans,Lucknow Super Giants,4,1,Hardik Warner,Faf Warner,Jasprit Samson,0,0,0,0,0,0,3,0,3,,,
805,4,1,Gujarat Titans,Lucknow Super Giants,4,2,Rohit Khan,Faf Pant,Jos Samson,0,0,0,0,0,0,2,0,2,,,
806,4,1,Gujarat Titans,Lucknow Super Giants,4,3,Faf Warner,Rohit Khan,Jos Samson,0,0,0,1,0,0,3,1,4,,,
807,4,1,Gujarat Titans,Lucknow Super Giants,4,4,Faf Pant,Rohit Khan,Jos Samson,0,0,0,0,0,0,0,0,0,,,
808,4,1,Gujarat Titans,Lucknow Super Giants,4,5,Rohit Khan,Faf Warner,Rishabh Buttler,0,0,0,0,0,0,0,0,0,,,
809,4,1,Gujarat Titans,Lucknow Super Giants,4,6,Rohit Khan,Hardik Warner,Sanju du Plessis,0,0,0,0,0,0,1,0,1,,,
810,4,1,Gujarat Titans,Lucknow Super Giants,5,1,Hardik Warner,Faf Pant,Sanju du Plessis,0,0,0,0,0,0,3,0,3,,,
811,4,1,Gujarat Titans,Lucknow Super Giants,5,2,Yuzvendra Williamson,Hardik Warner,Rishabh Buttler,0,0,0,0,0,0,0,0,0,,,
812,4,1,Gujarat Titans,Lucknow Super Giants,5,3,Kane du Plessis,Rohit Khan,Sanju du Plessis,0,0,0,0,1,0,2,1,3,,,
813,4,1,Gujarat Titans,Lucknow Super Giants,5,3,Hardik Warner,Faf Warner,Jos Samson,0,0,0,0,0,0,0,0,0,,,
814,4,1,Gujarat Titans,Lucknow Super Giants,5,4,Kane du Plessis,Faf Pant,Sanju du Plessis,0,0,0,0,0,0,2,0,2,,,
815,4,1,Gujarat Titans,Lucknow Super Giants,5,5,Faf Warner,Yuzvendra Williamson,Sanju du Plessis,0,0,0,0,0,0,1,0,1,,,
816,4,1,Gujarat Titans,Lucknow Super Giants,5,6,Faf Warner,Faf Pant,Jos Samson,0,0,0,0,0,0,0,0,0,,,
817,4,1,Gujarat Titans,Lucknow Super Giants,6,1,Faf Pant,Yuzvendra Williamson,Sanju du Plessis,0,0,0,0,0,0,1,0,1,,,
818,4,1,Gujarat Titans,Lucknow Super Giants,6,2,Faf Pant,Yuzvendra Williamson,Sanju du Plessis,0,0,0,1,0,0,2,1,3,,,
819,4,1,Gujarat Titans,Lucknow Super Giants,6,3,Rohit Khan,Kane du Plessis,Sanju du Plessis,0,0,0,1,0,0,2,1,3,,,
820,4,1,Gujarat Titans,Lucknow Super Giants,6,4,Rohit Khan,Yuzvendra Williamson,Jasprit Samson,0,0,0,0,0,0,3,0,3,,,
821,4,1,Gujarat Titans,Lucknow Super Giants,6,5,Kane du Plessis,Faf Warner,Sanju du Plessis,0,0,0,0,0,0,1,0,1,,,
822,4,1,Gujarat Titans,Lucknow Super Giants,6,6,Faf Pant,Rohit Khan,Jos Samson,0,0,0,0,0,0,7,0,7,,,
823,4,1,Gujarat Titans,Lucknow Super Giants,7,1,Kane du Plessis,Faf Warner,Jasprit Samson,0,0,0,0,0,0,1,0,1,,,
824,4,1,Gujarat Titans,Lucknow Super Giants,7,2,Rohit Khan,Yuzvendra Williamson,Sanju du Plessis,0,0,0,0,0,0,2,0,2,,,
825,4,1,Gujarat Titans,Lucknow Super Giants,7,3,Kane du Plessis,Yuzvendra Williamson,Jos Samson,0,0,0,0,0,0,4,0,4,,,
826,4,1,Gujarat Titans,Lucknow Super Giants,7,4,Yuzvendra Williamson,Faf Warner,Rishabh Buttler,0,0,0,0,0,0,3,0,3,,,
827,4,1,Gujarat Titans,Lucknow Super Giants,7,5,Yuzvendra Williamson,Faf Warner,Jos Samson,0,0,1,0,0,0,0,1,1,,,
828,4,1,Gujarat Titans,Lucknow Super Giants,7,6,Faf Warner,Yuzvendra Williamson,Jasprit Samson,0,0,0,0,0,0,0,0,0,,,
829,4,1,Gujarat Titans,Lucknow Super Giants,8,1,Faf Pant,Rohit Khan,Rishabh Buttler,0,0,0,0,0,0,3,0,3,,,
830,4,1,Gujarat Titans,Lucknow Super Giants,8,2,Faf Pant,Kane du Plessis,Jos Samson,0,0,0,0,0,0,4,0,4,,,
831,4,1,Gujarat Titans,Lucknow Super Giants,8,3,Yuzvendra Williamson,Kane du Plessis,Sanju du Plessis,0,0,0,0,0,0,2,0,2,,,
832,4,1,Gujarat Titans,Lucknow Super Giants,8,4,Kane du Plessis,Rohit Khan,Rishabh Buttler,0,0,0,0,0,0,0,0,0,,,
833,4,1,Gujarat Titans,Lucknow Super Giants,8,5,Kane du Plessis,Rohit Khan,Jasprit Samson,0,0,0,0,0,0,0,0,0,,,
834,4,1,Gujarat Titans,Lucknow Super Giants,8,6,Kane du Plessis,Rohit Khan,Sanju du Plessis,0,0,0,0,0,0,0,0,0,,,
835,4,1,Gujarat Titans,Lucknow Super Giants,9,1,Rohit Khan,Kane du Plessis,Jasprit Samson,0,0,0,0,0,0,3,0,3,,,
836,4,1,Gujarat Titans,Lucknow Super Giants,9,2,Faf Warner,Faf Pant,Jasprit Samson,0,0,0,0,0,0,2,0,2,,,
837,4,1,Gujarat Titans,Lucknow Super Giants,9,3,Faf Pant,Faf Warner,Jos Samson,0,1,0,0,0,0,1,1,2,,,
838,4,1,Gujarat Titans,Lucknow Super Giants,9,3,Hardik Warner,Yuzvendra Williamson,Rishabh Buttler,0,0,0,0,0,0,6,0,6,,,
839,4,1,Gujarat Titans,Lucknow Super Giants,9,4,Yuzvendra Williamson,Faf Pant,Jos Samson,0,0,0,0,0,0,2,0,2,,,
840,4,1,Gujarat Titans,Lucknow Super Giants,9,5,Faf Pant,Kane du Plessis,Rishabh Buttler,0,0,0,0,0,0,0,0,0,,,
841,4,1,Gujarat Titans,Lucknow Super Giants,9,6,Rohit Khan,Hardik Warner,Jos Samson,0,0,0,0,0,0,0,0,0,,,
842,4,1,Gujarat Titans,Lucknow Super Giants,10,1,Kane du Plessis,Hardik Warner,Sanju du Plessis,0,0,0,0,0,0,2,0,2,,,
843,4,1,Gujarat Titans,Lucknow Super Giants,10,2,Kane du Plessis,Faf Warner,Sanju du Plessis,0,0,0,0,1,0,0,1,1,,,
844,4,1,Gujarat Titans,Lucknow Super Giants,10,2,Faf Warner,Kane du Plessis,Sanju du Plessis,0,0,0,0,0,0,1,0,1,,,
845,4,1,Gujarat Titans,Lucknow Super Giants,10,3,Faf Warner,Yuzvendra Williamson,Rishabh Buttler,0,0,0,0,0,0,1,0,1,,,
846,4,1,Gujarat Titans,Lucknow Super Giants,10,4,Faf Pant,Faf Warner,Jasprit Samson,0,0,0,0,0,0,0,0,0,,,
847,4,1,Gujarat Titans,Lucknow Super Giants,10,5,Kane du Plessis,Yuzvendra Williamson,Jasprit Samson,0,0,0,0,0,0,0,0,0,,,
848,4,1,Gujarat Titans,Lucknow Super Giants,10,6,Kane du Plessis,Yuzvendra Williamson,Sanju du Plessis,0,0,0,0,0,0,0,0,0,,,
849,4,1,Gujarat Titans,Lucknow Super Giants,11,1,Faf Warner,Hardik Warner,Rishabh Buttler,0,0,0,0,0,0,0,0,0,,,
850,4,1,Gujarat Titans,Lucknow Super Giants,11,2,Kane du Plessis,Faf Pant,Jasprit Samson,0,0,0,0,0,0,4,0,4,,,
851,4,1,Gujarat Titans,Lucknow Super Giants,11,3,Faf Pant,Kane du Plessis,Rishabh Buttler,0,0,0,0,0,0,0,0,0,,,
852,4,1,Gujarat Titans,Lucknow Super Giants,11,4,Kane du Plessis,Yuzvendra Williamson,Jasprit Samson,0,0,0,0,0,0,0,0,0,Kane du Plessis,run out,
853,4,1,Gujarat Titans,Lucknow Super Giants,11,5,Yuzvendra Williamson,Hardik Warner,Jasprit Samson,0,0,0,0,0,0,4,0,4,,,
854,4,1,Gujarat Titans,Lucknow Super Giants,11,6,Hardik Warner,Rohit Khan,Rishabh Buttler,0,0,0,0,0,0,3,0,3,,,
855,4,1,Gujarat Titans,Lucknow Super Giants,12,1,Faf Pant,Hardik Warner,Sanju du Plessis,0,0,0,0,0,0,2,0,2,,,
856,4,1,Gujarat Titans,Lucknow Super Giants,12,2,Yuzvendra Williamson,Rohit Khan,Rishabh Buttler,0,1,0,0,0,0,0,1,1,,,
857,4,1,Gujarat Titans,Lucknow Super Giants,12,2,Hardik Warner,Faf Pant,Sanju du Plessis,0,1,0,0,0,0,0,1,1,,,
858,4,1,Gujarat Titans,Lucknow Super Giants,12,2,Yuzvendra Williamson,Hardik Warner,Sanju du Plessis,0,0,0,0,0,0,1,0,1,,,
859,4,1,Gujarat Titans,Lucknow Super Giants,12,3,Faf Warner,Hardik Warner,Jasprit Samson,0,0,0,0,0,0,1,0,1,,,
860,4,1,Gujarat Titans,Lucknow Super Giants,12,4,Rohit Khan,Kane du Plessis,Jos Samson,0,0,0,0,0,0,1,0,1,,,
861,4,1,Gujarat Titans,Lucknow Super Giants,12,5,Yuzvendra Williamson,Rohit Khan,Jasprit Samson,0,1,0,0,0,0,2,1,3,,,
862,4,1,Gujarat Titans,Lucknow Super Giants,12,5,Faf Pant,Yuzvendra Williamson,Jos Samson,0,0,0,0,0,0,4,0,4,,,
863,4,1,Gujarat Titans,Lucknow Super Giants,12,6,Hardik Warner,Rohit Khan,Jasprit Samson,0,0,0,1,1,0,1,2,3,,,
864,4,1,Gujarat Titans,Lucknow Super Giants,12,6,Hardik Warner,Faf Pant,Jasprit Samson,0,0,0,0,0,0,0,0,0,,,
865,4,1,Gujarat Titans,Lucknow Super Giants,13,1,Faf Warner,Rohit Khan,Jasprit Samson,0,1,0,0,0,0,0,1,1,,,
866,4,1,Gujarat Titans,Lucknow Super Giants,13,1,Rohit Khan,Kane du Plessis,Jos Samson,0,0,0,0,0,0,3,0,3,,,
867,4,1,Gujarat Titans,Lucknow Super Giants,13,2,Rohit Khan,Hardik Warner,Rishabh Buttler,0,0,0,0,0,0,1,0,1,,,
868,4,1,Gujarat Titans,Lucknow Super Giants,13,3,Hardik Warner,Yuzvendra Williamson,Sanju du Plessis,0,0,0,0,0,0,0,0,0,Hardik Warner,run out,
869,4,1,Gujarat Titans,Lucknow Super Giants,13,4,Kane du Plessis,Yuzvendra Williamson,Jos Samson,0,0,0,0,0,0,1,0,1,,,
870,4,1,Gujarat Titans,Lucknow Super Giants,13,5,Faf Warner,Yuzvendra Williamson,Sanju du Plessis,0,0,0,0,0,0,3,0,3,,,
871,4,1,Gujarat Titans,Lucknow Super Giants,13,6,Faf Warner,Kane du Plessis,Jasprit Samson,0,0,0,0,0,0,0,0,0,,,
872,4,1,Gujarat Titans,Lucknow Super Giants,14,1,Rohit Khan,Hardik Warner,Jos Samson,0,0,0,0,0,0,6,0,6,,,
873,4,1,Gujarat Titans,Lucknow Super Giants,14,2,Faf Warner,Rohit Khan,Rishabh Buttler,0,0,0,0,0,0,2,0,2,,,
874,4,1,Gujarat Titans,Lucknow Super Giants,14,3,Kane du Plessis,Faf Pant,Jos Samson,0,0,0,0,0,0,2,0,2,,,
875,4,1,Gujarat Titans,Lucknow Super Giants,14,4,Hardik Warner,Rohit Khan,Jos Samson,0,0,0,0,0,0,1,0,1,,,
876,4,1,Gujarat Titans,Lucknow Super Giants,14,5,Faf Warner,Hardik Warner,Jos Samson,0,0,0,0,0,0,3,0,3,,,
877,4,1,Gujarat Titans,Lucknow Super Giants,14,6,Rohit Khan,Faf Pant,Jasprit Samson,0,1,0,0,0,0,3,1,4,,,
878,4,1,Gujarat Titans,Lucknow Super Giants,14,6,Rohit Khan,Yuzvendra Williamson,Jasprit Samson,0,0,0,0,0,0,5,0,5,,,
879,4,1,Gujarat Titans,Lucknow Super Giants,15,1,Rohit Khan,Faf Pant,Jos Samson,0,0,0,0,0,0,2,0,2,,,
880,4,1,Gujarat Titans,Lucknow Super Giants,15,2,Faf Warner,Kane du Plessis,Jasprit Samson,0,1,0,0,0,0,1,1,2,,,
881,4,1,Gujarat Titans,Lucknow Super Giants,15,2,Rohit Khan,Faf Warner,Sanju du Plessis,0,0,0,0,0,0,1,0,1,,,
882,4,1,Gujarat Titans,Lucknow Super Giants,15,3,Faf Warner,Hardik Warner,Sanju du Plessis,0,0,0,0,0,0,3,0,3,,,
883,4,1,Gujarat Titans,Lucknow Super Giants,15,4,Faf Pant,Yuzvendra Williamson,Sanju du Plessis,0,0,0,0,0,0,1,0,1,,,
884,4,1,Gujarat Titans,Lucknow Super Giants,15,5,Rohit Khan,Hardik Warner,Jos Samson,0,0,0,0,0,0,0,0,0,,,
885,4,1,Gujarat Titans,Lucknow Super Giants,15,6,Yuzvendra Williamson,Hardik Warner,Sanju du Plessis,0,0,0,0,0,0,1,0,1,,,
886,4,1,Gujarat Titans,Lucknow Super Giants,16,1,Yuzvendra Williamson,Kane du Plessis,Jasprit Samson,0,0,0,0,0,0,0,0,0,,,
887,4,1,Gujarat Titans,Lucknow Super Giants,16,2,Faf Pant,Rohit Khan,Sanju du Plessis,0,0,0,0,0,0,1,0,1,,,
888,4,1,Gujarat Titans,Lucknow Super Giants,16,3,Yuzvendra Williamson,Faf Warner,Jos Samson,0,0,0,0,0,0,1,0,1,,,
889,4,1,Gujarat Titans,Lucknow Super Giants,16,4,Yuzvendra Williamson,Hardik Warner,Jos Samson,0,0,0,0,0,0,0,0,0,,,
890,4,1,Gujarat Titans,Lucknow Super Giants,16,5,Yuzvendra Williamson,Rohit Khan,Jos Samson,0,0,0,0,0,0,0,0,0,,,
891,4,1,Gujarat Titans,Lucknow Super Giants,16,6,Yuzvendra Williamson,Rohit Khan,Rishabh Buttler,0,0,0,0,0,0,2,0,2,,,
892,4,1,Gujarat Titans,Lucknow Super Giants,17,1,Hardik Warner,Rohit Khan,Jasprit Samson,0,0,0,0,0,0,0,0,0,,,
893,4,1,Gujarat Titans,Lucknow Super Giants,17,2,Hardik Warner,Rohit Khan,Jasprit Samson,0,0,0,0,0,0,0,0,0,,,
894,4,1,Gujarat Titans,Lucknow Super Giants,17,3,Kane du Plessis,Hardik Warner,Rishabh Buttler,0,0,0,0,0,0,1,0,1,,,
895,4,1,Gujarat Titans,Lucknow Super Giants,17,4,Hardik Warner,Faf Warner,Rishabh Buttler,0,0,0,0,1,0,2,1,3,,,
896,4,1,Gujarat Titans,Lucknow Super Giants,17,4,Rohit Khan,Yuzvendra Williamson,Jasprit Samson,0,0,0,0,0,0,1,0,1,,,
897,4,1,Gujarat Titans,Lucknow Super Giants,17,5,Rohit Khan,Kane du Plessis,Jos Samson,0,0,0,0,0,0,6,0,6,,,
898,4,1,Gujarat Titans,Lucknow Super Giants,17,6,Yuzvendra Williamson,Kane du Plessis,Rishabh Buttler,0,0,0,0,0,0,0,0,0,,,
899,4,1,Gujarat Titans,Lucknow Super Giants,18,1,Hardik Warner,Kane du Plessis,Sanju du Plessis,0,0,0,0,0,0,4,0,4,,,
900,4,1,Gujarat Titans,Lucknow Super Giants,18,2,Hardik Warner,Faf Warner,Jos Samson,0,0,0,0,0,0,0,0,0,,,
901,4,1,Gujarat Titans,Lucknow Super Giants,18,3,Rohit Khan,Hardik Warner,Rishabh Buttler,0,0,0,0,0,0,4,0,4,,,
902,4,1,Gujarat Titans,Lucknow Super Giants,18,4,Faf Warner,Yuzvendra Williamson,Rishabh Buttler,0,0,0,0,0,0,0,0,0,,,
903,4,1,Gujarat Titans,Lucknow Super Giants,18,5,Faf Warner,Kane du Plessis,Jasprit Samson,0,0,0,0,0,0,0,0,0,,,
904,4,1,Gujarat Titans,Lucknow Super Giants,18,6,Kane du Plessis,Hardik Warner,Rishabh Buttler,0,0,0,0,0,0,3,0,3,,,
905,4,1,Gujarat Titans,Lucknow Super Giants,19,1,Yuzvendra Williamson,Faf Pant,Sanju du Plessis,0,0,0,0,0,0,2,0,2,,,
906,4,1,Gujarat Titans,Lucknow Super Giants,19,2,Faf Warner,Kane du Plessis,Rishabh Buttler,0,0,0,0,0,0,0,0,0,,,
907,4,1,Gujarat Titans,Lucknow Super Giants,19,3,Faf Pant,Hardik Warner,Jos Samson,0,0,0,0,0,0,1,0,1,,,
908,4,1,Gujarat Titans,Lucknow Super Giants,19,4,Hardik Warner,Faf Pant,Jasprit Samson,0,0,0,0,0,0,6,0,6,,,
909,4,1,Gujarat Titans,Lucknow Super Giants,19,5,Rohit Khan,Hardik Warner,Jos Samson,0,0,0,0,0,0,1,0,1,,,
910,4,1,Gujarat Titans,Lucknow Super Giants,19,6,Kane du Plessis,Hardik Warner,Jos Samson,0,0,0,0,0,0,3,0,3,,,
911,4,1,Gujarat Titans,Lucknow Super Giants,20,1,Faf Pant,Faf Warner,Sanju du Plessis,0,0,0,0,0,0,0,0,0,,,
912,4,1,Gujarat Titans,Lucknow Super Giants,20,2,Kane du Plessis,Yuzvendra Williamson,Jasprit Samson,0,0,0,0,0,0,2,0,2,,,
913,4,1,Gujarat Titans,Lucknow Super Giants,20,3,Yuzvendra Williamson,Faf Warner,Jasprit Samson,0,0,0,0,0,0,3,0,3,,,
914,4,1,Gujarat Titans,Lucknow Super Giants,20,4,Yuzvendra Williamson,Faf Pant,Jasprit Samson,0,0,0,0,0,0,0,0,0,,,
915,4,1,Gujarat Titans,Lucknow Super Giants,20,5,Hardik Warner,Faf Pant,Sanju du Plessis,0,0,0,0,0,0,5,0,5,,,
916,4,1,Gujarat Titans,Lucknow Super Giants,20,6,Faf Pant,Faf Warner,Sanju du Plessis,0,0,0,0,0,0,3,0,3,,,
917,4,2,Lucknow Super Giants,Gujarat Titans,1,1,Rohit Khan,Jos Samson,Faf Pant,0,0,0,0,0,0,0,0,0,,,
918,4,2,Lucknow Super Giants,Gujarat Titans,1,2,Rohit Khan,Jos Jadeja,Hardik Warner,0,0,0,0,0,0,1,0,1,,,
919,4,2,Lucknow Super Giants,Gujarat Titans,1,3,Sanju du Plessis,Rishabh Buttler,Kane du Plessis,0,0,1,0,0,0,1,1,2,,,
920,4,2,Lucknow Super Giants,Gujarat Titans,1,4,Jos Jadeja,Sanju du Plessis,Hardik Warner,0,0,0,0,0,0,3,0,3,,,
921,4,2,Lucknow Super Giants,Gujarat Titans,1,5,Rishabh Buttler,Rohit Khan,Faf Warner,0,0,0,0,0,0,1,0,1,,,
922,4,2,Lucknow Super Giants,Gujarat Titans,1,6,Sanju du Plessis,Rishabh Buttler,Hardik Warner,0,0,0,0,0,0,2,0,2,,,
923,4,2,Lucknow Super Giants,Gujarat Titans,2,1,Sanju du Plessis,Jasprit Samson,Faf Pant,0,0,0,1,0,0,0,1,1,,,
924,4,2,Lucknow Super Giants,Gujarat Titans,2,2,Rohit Khan,Jos Samson,Kane du Plessis,0,0,0,0,0,0,0,0,0,,,
925,4,2,Lucknow Super Giants,Gujarat Titans,2,3,Rishabh Buttler,Rohit Khan,Hardik Warner,0,0,0,0,0,0,0,0,0,,,
926,4,2,Lucknow Super Giants,Gujarat Titans,2,4,Jos Jadeja,Jos Samson,Faf Warner,0,0,0,0,0,0,0,0,0,,,
927,4,2,Lucknow Super Giants,Gujarat Titans,2,5,Rohit Khan,Sanju du Plessis,Kane du Plessis,0,0,0,1,0,0,3,1,4,,,
928,4,2,Lucknow Super Giants,Gujarat Titans,2,6,Sanju du Plessis,Rohit Khan,Kane du Plessis,0,0,0,0,1,0,3,1,4,,,
929,4,2,Lucknow Super Giants,Gujarat Titans,2,6,Sanju du Plessis,Jos Jadeja,Faf Warner,0,0,0,0,0,0,0,0,0,,,
930,4,2,Lucknow Super Giants,Gujarat Titans,3,1,Jasprit Samson,Rishabh Buttler,Hardik Warner,0,0,0,0,0,0,1,0,1,,,
931,4,2,Lucknow Super Giants,Gujarat Titans,3,2,Sanju du Plessis,Jasprit Samson,Kane du Plessis,0,0,0,0,0,0,3,0,3,,,
932,4,2,Lucknow Super Giants,Gujarat Titans,3,3,Rishabh Buttler,Jos Jadeja,Faf Warner,0,0,0,0,1,0,1,1,2,,,
933,4,2,Lucknow Super Giants,Gujarat Titans,3,3,Rishabh Buttler,Sanju du Plessis,Faf Pant,0,0,0,0,0,0,0,0,0,,,
934,4,2,Lucknow Super Giants,Gujarat Titans,3,4,Jasprit Samson,Rohit Khan,Faf Pant,0,0,0,0,0,0,0,0,0,,,
935,4,2,Lucknow Super Giants,Gujarat Titans,3,5,Jos Jadeja,Jasprit Samson,Kane du Plessis,0,0,0,0,0,0,5,0,5,,,
936,4,2,Lucknow Super Giants,Gujarat Titans,3,6,Jos Samson,Sanju du Plessis,Faf Pant,0,0,0,0,0,0,1,0,1,,,
937,4,2,Lucknow Super Giants,Gujarat Titans,4,1,Rishabh Buttler,Jasprit Samson,Faf Pant,0,0,0,0,0,0,6,0,6,,,
938,4,2,Lucknow Super Giants,Gujarat Titans,4,2,Sanju du Plessis,Jos Samson,Faf Warner,0,0,0,0,0,0,0,0,0,,,
939,4,2,Lucknow Super Giants,Gujarat Titans,4,3,Rishabh Buttler,Jasprit Samson,Kane du Plessis,0,0,0,0,0,0,0,0,0,,,
940,4,2,Lucknow Super Giants,Gujarat Titans,4,4,Rohit Khan,Jos Samson,Faf Pant,0,0,0,0,0,0,0,0,0,,,
941,4,2,Lucknow Super Giants,Gujarat Titans,4,5,Rohit Khan,Sanju du Plessis,Kane du Plessis,0,1,0,0,0,0,0,1,1,,,
942,4,2,Lucknow Super Giants,Gujarat Titans,4,5,Sanju du Plessis,Rohit Khan,Faf Pant,0,0,0,0,0,0,0,0,0,,,
943,4,2,Lucknow Super Giants,Gujarat Titans,4,6,Rohit Khan,Jasprit Samson,Hardik Warner,0,0,0,0,0,0,0,0,0,,,
944,4,2,Lucknow Super Giants,Gujarat Titans,5,1,Sanju du Plessis,Rishabh Buttler,Hardik Warner,0,0,0,0,1,0,1,1,2,,,
945,4,2,Lucknow Super Giants,Gujarat Titans,5,1,Sanju du Plessis,Jos Samson,Faf Warner,0,0,0,0,0,0,0,0,0,,,
946,4,2,Lucknow Super Giants,Gujarat Titans,5,2,Jos Samson,Rishabh Buttler,Faf Pant,0,0,0,0,0,0,0,0,0,,,
947,4,2,Lucknow Super Giants,Gujarat Titans,5,3,Jos Jadeja,Rishabh Buttler,Faf Pant,0,0,0,1,0,0,2,1,3,,,
948,4,2,Lucknow Super Giants,Gujarat Titans,5,4,Jos Jadeja,Rohit Khan,Faf Warner,0,0,0,0,0,0,1,0,1,,,
949,4,2,Lucknow Super Giants,Gujarat Titans,5,5,Sanju du Plessis,Jasprit Samson,Faf Pant,0,0,0,0,0,0,1,0,1,,,
950,4,2,Lucknow Super Giants,Gujarat Titans,5,6,Rohit Khan,Jos Jadeja,Faf Pant,0,1,0,0,0,0,0,1,1,,,
951,4,2,Lucknow Super Giants,Gujarat Titans,5,6,Jos Jadeja,Jasprit Samson,Kane du Plessis,0,0,0,0,0,0,4,0,4,,,
952,4,2,Lucknow Super Giants,Gujarat Titans,6,1,Jos Samson,Rishabh Buttler,Faf Pant,0,0,0,1,0,0,2,1,3,,,
953,4,2,Lucknow Super Giants,Gujarat Titans,6,2,Sanju du Plessis,Rohit Khan,Faf Pant,0,0,0,0,0,0,0,0,0,,,
954,4,2,Lucknow Super Giants,Gujarat Titans,6,3,Rohit Khan,Rishabh Buttler,Faf Pant,0,0,0,0,0,0,4,0,4,,,
955,4,2,Lucknow Super Giants,Gujarat Titans,6,4,Jasprit Samson,Jos Jadeja,Faf Pant,0,0,0,0,1,0,1,1,2,,,
956,4,2,Lucknow Super Giants,Gujarat Titans,6,4,Rishabh Buttler,Sanju du Plessis,Faf Warner,0,0,0,0,0,0,0,0,0,,,
957,4,2,Lucknow Super Giants,Gujarat Titans,6,5,Rohit Khan,Jos Jadeja,Faf Pant,0,0,0,0,0,0,2,0,2,,,
958,4,2,Lucknow Super Giants,Gujarat Titans,6,6,Sanju du Plessis,Rishabh Buttler,Faf Warner,0,0,0,0,0,0,1,0,1,,,
959,4,2,Lucknow Super Giants,Gujarat Titans,7,1,Jos Jadeja,Jos Samson,Hardik Warner,0,0,0,0,0,0,4,0,4,,,
960,4,2,Lucknow Super Giants,Gujarat Titans,7,2,Sanju du Plessis,Rohit Khan,Hardik Warner,0,0,0,0,0,0,4,0,4,,,
961,4,2,Lucknow Super Giants,Gujarat Titans,7,3,Jos Samson,Sanju du Plessis,Kane du Plessis,0,0,0,0,0,0,2,0,2,,,
962,4,2,Lucknow Super Giants,Gujarat Titans,7,4,Sanju du Plessis,Rohit Khan,Hardik Warner,0,0,0,0,1,0,3,1,4,,,
963,4,2,Lucknow Super Giants,Gujarat Titans,7,4,Jos Samson,Jasprit Samson,Faf Warner,0,0,0,0,0,0,1,0,1,,,
964,4,2,Lucknow Super Giants,Gujarat Titans,7,5,Sanju du Plessis,Jos Jadeja,Faf Pant,0,0,0,0,0,0,0,0,0,,,
965,4,2,Lucknow Super Giants,Gujarat Titans,7,6,Rishabh Buttler,Sanju du Plessis,Kane du Plessis,0,0,0,0,0,0,5,0,5,,,
966,4,2,Lucknow Super Giants,Gujarat Titans,8,1,Sanju du Plessis,Jos Samson,Hardik Warner,0,0,0,0,0,0,1,0,1,,,
967,4,2,Lucknow Super Giants,Gujarat Titans,8,2,Sanju du Plessis,Jos Samson,Faf Warner,0,0,0,0,0,0,0,0,0,,,
968,4,2,Lucknow Super Giants,Gujarat Titans,8,3,Jasprit Samson,Jos Jadeja,Faf Warner,0,0,0,0,0,0,2,0,2,,,
969,4,2,Lucknow Super Giants,Gujarat Titans,8,4,Sanju du Plessis,Rohit Khan,Faf Warner,0,0,0,0,0,0,3,0,3,,,
970,4,2,Lucknow Super Giants,Gujarat Titans,8,5,Jos Jadeja,Rishabh Buttler,Hardik Warner,0,0,0,0,0,0,0,0,0,,,
971,4,2,Lucknow Super Giants,Gujarat Titans,8,6,Rohit Khan,Jos Samson,Faf Warner,0,0,0,0,0,0,1,0,1,,,
972,4,2,Lucknow Super Giants,Gujarat Titans,9,1,Jasprit Samson,Rishabh Buttler,Hardik Warner,0,0,0,0,0,0,2,0,2,,,
973,4,2,Lucknow Super Giants,Gujarat Titans,9,2,Jasprit Samson,Jos Samson,Hardik Warner,0,0,0,0,0,0,1,0,1,,,
974,4,2,Lucknow Super Giants,Gujarat Titans,9,3,Jasprit Samson,Sanju du Plessis,Faf Pant,0,0,0,0,0,0,1,0,1,,,
975,4,2,Lucknow Super Giants,Gujarat Titans,9,4,Rohit Khan,Jasprit Samson,Hardik Warner,0,0,1,0,0,0,2,1,3,,,
976,4,2,Lucknow Super Giants,Gujarat Titans,9,5,Sanju du Plessis,Rishabh Buttler,Kane du Plessis,0,1,0,0,0,0,2,1,3,,,
